n	cost	search-status	sequence
3053	10	upper-bound	[<< 1, +1, << 5, -1, << 2, +1, << 1, +1, << 2, +1]
3054	7	upper-bound	[<< 1, +1, << 6, -1, << 3, -1, << 1]
3055	6	upper-bound	[<< 1, +1, << 6, -1, << 4, -1]
3056	5	upper-bound	[<< 1, +1, << 6, -1, << 4]
3057	6	upper-bound	[<< 1, +1, << 6, -1, << 4, +1]
3058	7	upper-bound	[<< 1, +1, << 6, -1, << 3, +1, << 1]
3059	8	upper-bound	[<< 1, +1, << 6, -1, << 3, +1, << 1, +1]
3060	7	upper-bound	[<< 1, +1, << 6, -1, << 2, +1, << 2]
3061	8	upper-bound	[<< 1, +1, << 6, -1, << 2, +1, << 2, +1]
3062	9	upper-bound	[<< 1, +1, << 6, -1, << 2, +1, << 1, +1, << 1]
3063	6	upper-bound	[<< 1, +1, << 7, -1, << 3, -1]
3064	5	upper-bound	[<< 1, +1, << 7, -1, << 3]
3065	6	upper-bound	[<< 1, +1, << 7, -1, << 3, +1]
3066	7	upper-bound	[<< 1, +1, << 7, -1, << 2, +1, << 1]
3067	8	upper-bound	[<< 1, +1, << 7, -1, << 2, +1, << 1, +1]
3068	5	upper-bound	[<< 1, +1, << 8, -1, << 2]
3069	6	upper-bound	[<< 1, +1, << 8, -1, << 2, +1]
3070	5	upper-bound	[<< 1, +1, << 9, -1, << 1]
3071	4	upper-bound	[<< 1, +1, << 10, -1]
3072	3	upper-bound	[<< 1, +1, << 10]
3073	4	upper-bound	[<< 1, +1, << 10, +1]
3074	5	upper-bound	[<< 1, +1, << 9, +1, << 1]
3075	6	upper-bound	[<< 1, +1, << 9, +1, << 1, +1]
3076	5	upper-bound	[<< 1, +1, << 8, +1, << 2]
3077	6	upper-bound	[<< 1, +1, << 8, +1, << 2, +1]
3078	7	upper-bound	[<< 1, +1, << 8, +1, << 1, +1, << 1]
3079	6	upper-bound	[<< 1, +1, << 7, +1, << 3, -1]
3080	5	upper-bound	[<< 1, +1, << 7, +1, << 3]
3081	6	upper-bound	[<< 1, +1, << 7, +1, << 3, +1]
3082	7	upper-bound	[<< 1, +1, << 7, +1, << 2, +1, << 1]
3083	8	upper-bound	[<< 1, +1, << 7, +1, << 2, +1, << 1, +1]
3084	7	upper-bound	[<< 1, +1, << 7, +1, << 1, +1, << 2]
3085	8	upper-bound	[<< 1, +1, << 7, +1, << 1, +1, << 2, +1]
3086	7	upper-bound	[<< 1, +1, << 6, +1, << 3, -1, << 1]
3087	6	upper-bound	[<< 1, +1, << 6, +1, << 4, -1]
3088	5	upper-bound	[<< 1, +1, << 6, +1, << 4]
3089	6	upper-bound	[<< 1, +1, << 6, +1, << 4, +1]
3090	7	upper-bound	[<< 1, +1, << 6, +1, << 3, +1, << 1]
3091	8	upper-bound	[<< 1, +1, << 6, +1, << 3, +1, << 1, +1]
3092	7	upper-bound	[<< 1, +1, << 6, +1, << 2, +1, << 2]
3093	8	upper-bound	[<< 1, +1, << 6, +1, << 2, +1, << 2, +1]
3094	9	upper-bound	[<< 1, +1, << 6, +1, << 2, +1, << 1, +1, << 1]
3095	8	upper-bound	[<< 1, +1, << 6, +1, << 1, +1, << 3, -1]
3096	7	upper-bound	[<< 1, +1, << 6, +1, << 1, +1, << 3]
3097	8	upper-bound	[<< 1, +1, << 6, +1, << 1, +1, << 3, +1]
3098	9	upper-bound	[<< 1, +1, << 6, +1, << 1, +1, << 2, +1, << 1]
3099	10	upper-bound	[<< 1, +1, << 6, +1, << 1, +1, << 2, +1, << 1, +1]
3100	7	upper-bound	[<< 1, +1, << 5, +1, << 3, -1, << 2]
3101	8	upper-bound	[<< 1, +1, << 5, +1, << 3, -1, << 2, +1]
3102	7	upper-bound	[<< 1, +1, << 5, +1, << 4, -1, << 1]
3103	6	upper-bound	[<< 1, +1, << 5, +1, << 5, -1]
3104	5	upper-bound	[<< 1, +1, << 5, +1, << 5]
3105	6	upper-bound	[<< 1, +1, << 5, +1, << 5, +1]
3106	7	upper-bound	[<< 1, +1, << 5, +1, << 4, +1, << 1]
3107	8	upper-bound	[<< 1, +1, << 5, +1, << 4, +1, << 1, +1]
3108	7	upper-bound	[<< 1, +1, << 5, +1, << 3, +1, << 2]
3109	8	upper-bound	[<< 1, +1, << 5, +1, << 3, +1, << 2, +1]
3110	9	upper-bound	[<< 1, +1, << 5, +1, << 3, +1, << 1, +1, << 1]
3111	8	upper-bound	[<< 1, +1, << 5, +1, << 2, +1, << 3, -1]
3112	7	upper-bound	[<< 1, +1, << 5, +1, << 2, +1, << 3]
3113	8	upper-bound	[<< 1, +1, << 5, +1, << 2, +1, << 3, +1]
3114	9	upper-bound	[<< 1, +1, << 5, +1, << 2, +1, << 2, +1, << 1]
3115	10	upper-bound	[<< 1, +1, << 5, +1, << 2, +1, << 2, +1, << 1, +1]
3116	9	upper-bound	[<< 1, +1, << 5, +1, << 2, +1, << 1, +1, << 2]
3117	10	upper-bound	[<< 1, +1, << 5, +1, << 2, +1, << 1, +1, << 2, +1]
3118	9	upper-bound	[<< 1, +1, << 5, +1, << 1, +1, << 3, -1, << 1]
3119	8	upper-bound	[<< 1, +1, << 5, +1, << 1, +1, << 4, -1]
3120	7	upper-bound	[<< 1, +1, << 5, +1, << 1, +1, << 4]
3121	8	upper-bound	[<< 1, +1, << 5, +1, << 1, +1, << 4, +1]
3122	9	upper-bound	[<< 1, +1, << 5, +1, << 1, +1, << 3, +1, << 1]
3123	10	upper-bound	[<< 1, +1, << 5, +1, << 1, +1, << 3, +1, << 1, +1]
3124	9	upper-bound	[<< 1, +1, << 5, +1, << 1, +1, << 2, +1, << 2]
3125	10	upper-bound	[<< 1, +1, << 5, +1, << 1, +1, << 2, +1, << 2, +1]
3126	11	upper-bound	[<< 1, +1, << 5, +1, << 1, +1, << 2, +1, << 1, +1, << 1]
3127	8	upper-bound	[<< 1, +1, << 4, +1, << 3, -1, << 3, -1]
3128	7	upper-bound	[<< 1, +1, << 4, +1, << 3, -1, << 3]
3129	8	upper-bound	[<< 1, +1, << 4, +1, << 3, -1, << 3, +1]
3130	9	upper-bound	[<< 1, +1, << 4, +1, << 3, -1, << 2, +1, << 1]
3131	10	upper-bound	[<< 1, +1, << 4, +1, << 3, -1, << 2, +1, << 1, +1]
3132	7	upper-bound	[<< 1, +1, << 4, +1, << 4, -1, << 2]
3133	8	upper-bound	[<< 1, +1, << 4, +1, << 4, -1, << 2, +1]
3134	7	upper-bound	[<< 1, +1, << 4, +1, << 5, -1, << 1]
3135	6	upper-bound	[<< 1, +1, << 4, +1, << 6, -1]
3136	5	upper-bound	[<< 1, +1, << 4, +1, << 6]
3137	6	upper-bound	[<< 1, +1, << 4, +1, << 6, +1]
3138	7	upper-bound	[<< 1, +1, << 4, +1, << 5, +1, << 1]
3139	8	upper-bound	[<< 1, +1, << 4, +1, << 5, +1, << 1, +1]
3140	7	upper-bound	[<< 1, +1, << 4, +1, << 4, +1, << 2]
3141	8	upper-bound	[<< 1, +1, << 4, +1, << 4, +1, << 2, +1]
3142	9	upper-bound	[<< 1, +1, << 4, +1, << 4, +1, << 1, +1, << 1]
3143	8	upper-bound	[<< 1, +1, << 4, +1, << 3, +1, << 3, -1]
3144	7	upper-bound	[<< 1, +1, << 4, +1, << 3, +1, << 3]
3145	8	upper-bound	[<< 1, +1, << 4, +1, << 3, +1, << 3, +1]
3146	9	upper-bound	[<< 1, +1, << 4, +1, << 3, +1, << 2, +1, << 1]
3147	10	upper-bound	[<< 1, +1, << 4, +1, << 3, +1, << 2, +1, << 1, +1]
3148	9	upper-bound	[<< 1, +1, << 4, +1, << 3, +1, << 1, +1, << 2]
3149	10	upper-bound	[<< 1, +1, << 4, +1, << 3, +1, << 1, +1, << 2, +1]
3150	9	upper-bound	[<< 1, +1, << 4, +1, << 2, +1, << 3, -1, << 1]
3151	8	upper-bound	[<< 1, +1, << 4, +1, << 2, +1, << 4, -1]
3152	7	upper-bound	[<< 1, +1, << 4, +1, << 2, +1, << 4]
3153	8	upper-bound	[<< 1, +1, << 4, +1, << 2, +1, << 4, +1]
3154	9	upper-bound	[<< 1, +1, << 4, +1, << 2, +1, << 3, +1, << 1]
3155	10	upper-bound	[<< 1, +1, << 4, +1, << 2, +1, << 3, +1, << 1, +1]
3156	9	upper-bound	[<< 1, +1, << 4, +1, << 2, +1, << 2, +1, << 2]
3157	10	upper-bound	[<< 1, +1, << 4, +1, << 2, +1, << 2, +1, << 2, +1]
3158	11	upper-bound	[<< 1, +1, << 4, +1, << 2, +1, << 2, +1, << 1, +1, << 1]
3159	10	upper-bound	[<< 1, +1, << 4, +1, << 2, +1, << 1, +1, << 3, -1]
3160	9	upper-bound	[<< 1, +1, << 4, +1, << 2, +1, << 1, +1, << 3]
3161	10	upper-bound	[<< 1, +1, << 4, +1, << 2, +1, << 1, +1, << 3, +1]
3162	11	upper-bound	[<< 1, +1, << 4, +1, << 2, +1, << 1, +1, << 2, +1, << 1]
3163	12	upper-bound	[<< 1, +1, << 4, +1, << 2, +1, << 1, +1, << 2, +1, << 1, +1]
3164	9	upper-bound	[<< 1, +1, << 4, +1, << 1, +1, << 3, -1, << 2]
3165	10	upper-bound	[<< 1, +1, << 4, +1, << 1, +1, << 3, -1, << 2, +1]
3166	9	upper-bound	[<< 1, +1, << 4, +1, << 1, +1, << 4, -1, << 1]
3167	8	upper-bound	[<< 1, +1, << 4, +1, << 1, +1, << 5, -1]
3168	7	upper-bound	[<< 1, +1, << 4, +1, << 1, +1, << 5]
3169	8	upper-bound	[<< 1, +1, << 4, +1, << 1, +1, << 5, +1]
3170	9	upper-bound	[<< 1, +1, << 4, +1, << 1, +1, << 4, +1, << 1]
3171	10	upper-bound	[<< 1, +1, << 4, +1, << 1, +1, << 4, +1, << 1, +1]
3172	9	upper-bound	[<< 1, +1, << 4, +1, << 1, +1, << 3, +1, << 2]
3173	10	upper-bound	[<< 1, +1, << 4, +1, << 1, +1, << 3, +1, << 2, +1]
3174	11	upper-bound	[<< 1, +1, << 4, +1, << 1, +1, << 3, +1, << 1, +1, << 1]
3175	10	upper-bound	[<< 1, +1, << 4, +1, << 1, +1, << 2, +1, << 3, -1]
3176	9	upper-bound	[<< 1, +1, << 4, +1, << 1, +1, << 2, +1, << 3]
3177	10	upper-bound	[<< 1, +1, << 4, +1, << 1, +1, << 2, +1, << 3, +1]
3178	11	upper-bound	[<< 1, +1, << 4, +1, << 1, +1, << 2, +1, << 2, +1, << 1]
3179	12	upper-bound	[<< 1, +1, << 4, +1, << 1, +1, << 2, +1, << 2, +1, << 1, +1]
3180	11	upper-bound	[<< 1, +1, << 4, +1, << 1, +1, << 2, +1, << 1, +1, << 2]
3181	12	upper-bound	[<< 1, +1, << 4, +1, << 1, +1, << 2, +1, << 1, +1, << 2, +1]
3182	9	upper-bound	[<< 1, +1, << 3, +1, << 3, -1, << 3, -1, << 1]
3183	8	upper-bound	[<< 1, +1, << 3, +1, << 3, -1, << 4, -1]
3184	7	upper-bound	[<< 1, +1, << 3, +1, << 3, -1, << 4]
3185	8	upper-bound	[<< 1, +1, << 3, +1, << 3, -1, << 4, +1]
3186	9	upper-bound	[<< 1, +1, << 3, +1, << 3, -1, << 3, +1, << 1]
3187	10	upper-bound	[<< 1, +1, << 3, +1, << 3, -1, << 3, +1, << 1, +1]
3188	9	upper-bound	[<< 1, +1, << 3, +1, << 3, -1, << 2, +1, << 2]
3189	10	upper-bound	[<< 1, +1, << 3, +1, << 3, -1, << 2, +1, << 2, +1]
3190	11	upper-bound	[<< 1, +1, << 3, +1, << 3, -1, << 2, +1, << 1, +1, << 1]
3191	8	upper-bound	[<< 1, +1, << 3, +1, << 4, -1, << 3, -1]
3192	7	upper-bound	[<< 1, +1, << 3, +1, << 4, -1, << 3]
3193	8	upper-bound	[<< 1, +1, << 3, +1, << 4, -1, << 3, +1]
3194	9	upper-bound	[<< 1, +1, << 3, +1, << 4, -1, << 2, +1, << 1]
3195	10	upper-bound	[<< 1, +1, << 3, +1, << 4, -1, << 2, +1, << 1, +1]
3196	7	upper-bound	[<< 1, +1, << 3, +1, << 5, -1, << 2]
3197	8	upper-bound	[<< 1, +1, << 3, +1, << 5, -1, << 2, +1]
3198	7	upper-bound	[<< 1, +1, << 3, +1, << 6, -1, << 1]
3199	6	upper-bound	[<< 1, +1, << 3, +1, << 7, -1]
3200	5	upper-bound	[<< 1, +1, << 3, +1, << 7]
3201	6	upper-bound	[<< 1, +1, << 3, +1, << 7, +1]
3202	7	upper-bound	[<< 1, +1, << 3, +1, << 6, +1, << 1]
3203	8	upper-bound	[<< 1, +1, << 3, +1, << 6, +1, << 1, +1]
3204	7	upper-bound	[<< 1, +1, << 3, +1, << 5, +1, << 2]
3205	8	upper-bound	[<< 1, +1, << 3, +1, << 5, +1, << 2, +1]
3206	9	upper-bound	[<< 1, +1, << 3, +1, << 5, +1, << 1, +1, << 1]
3207	8	upper-bound	[<< 1, +1, << 3, +1, << 4, +1, << 3, -1]
3208	7	upper-bound	[<< 1, +1, << 3, +1, << 4, +1, << 3]
3209	8	upper-bound	[<< 1, +1, << 3, +1, << 4, +1, << 3, +1]
3210	9	upper-bound	[<< 1, +1, << 3, +1, << 4, +1, << 2, +1, << 1]
3211	10	upper-bound	[<< 1, +1, << 3, +1, << 4, +1, << 2, +1, << 1, +1]
3212	9	upper-bound	[<< 1, +1, << 3, +1, << 4, +1, << 1, +1, << 2]
3213	10	upper-bound	[<< 1, +1, << 3, +1, << 4, +1, << 1, +1, << 2, +1]
3214	9	upper-bound	[<< 1, +1, << 3, +1, << 3, +1, << 3, -1, << 1]
3215	8	upper-bound	[<< 1, +1, << 3, +1, << 3, +1, << 4, -1]
3216	7	upper-bound	[<< 1, +1, << 3, +1, << 3, +1, << 4]
3217	8	upper-bound	[<< 1, +1, << 3, +1, << 3, +1, << 4, +1]
3218	9	upper-bound	[<< 1, +1, << 3, +1, << 3, +1, << 3, +1, << 1]
3219	10	upper-bound	[<< 1, +1, << 3, +1, << 3, +1, << 3, +1, << 1, +1]
3220	9	upper-bound	[<< 1, +1, << 3, +1, << 3, +1, << 2, +1, << 2]
3221	10	upper-bound	[<< 1, +1, << 3, +1, << 3, +1, << 2, +1, << 2, +1]
3222	11	upper-bound	[<< 1, +1, << 3, +1, << 3, +1, << 2, +1, << 1, +1, << 1]
3223	10	upper-bound	[<< 1, +1, << 3, +1, << 3, +1, << 1, +1, << 3, -1]
3224	9	upper-bound	[<< 1, +1, << 3, +1, << 3, +1, << 1, +1, << 3]
3225	10	upper-bound	[<< 1, +1, << 3, +1, << 3, +1, << 1, +1, << 3, +1]
3226	11	upper-bound	[<< 1, +1, << 3, +1, << 3, +1, << 1, +1, << 2, +1, << 1]
3227	12	upper-bound	[<< 1, +1, << 3, +1, << 3, +1, << 1, +1, << 2, +1, << 1, +1]
3228	9	upper-bound	[<< 1, +1, << 3, +1, << 2, +1, << 3, -1, << 2]
3229	10	upper-bound	[<< 1, +1, << 3, +1, << 2, +1, << 3, -1, << 2, +1]
3230	9	upper-bound	[<< 1, +1, << 3, +1, << 2, +1, << 4, -1, << 1]
3231	8	upper-bound	[<< 1, +1, << 3, +1, << 2, +1, << 5, -1]
3232	7	upper-bound	[<< 1, +1, << 3, +1, << 2, +1, << 5]
3233	8	upper-bound	[<< 1, +1, << 3, +1, << 2, +1, << 5, +1]
3234	9	upper-bound	[<< 1, +1, << 3, +1, << 2, +1, << 4, +1, << 1]
3235	10	upper-bound	[<< 1, +1, << 3, +1, << 2, +1, << 4, +1, << 1, +1]
3236	9	upper-bound	[<< 1, +1, << 3, +1, << 2, +1, << 3, +1, << 2]
3237	10	upper-bound	[<< 1, +1, << 3, +1, << 2, +1, << 3, +1, << 2, +1]
3238	11	upper-bound	[<< 1, +1, << 3, +1, << 2, +1, << 3, +1, << 1, +1, << 1]
3239	10	upper-bound	[<< 1, +1, << 3, +1, << 2, +1, << 2, +1, << 3, -1]
3240	9	upper-bound	[<< 1, +1, << 3, +1, << 2, +1, << 2, +1, << 3]
3241	10	upper-bound	[<< 1, +1, << 3, +1, << 2, +1, << 2, +1, << 3, +1]
3242	11	upper-bound	[<< 1, +1, << 3, +1, << 2, +1, << 2, +1, << 2, +1, << 1]
3243	12	upper-bound	[<< 1, +1, << 3, +1, << 2, +1, << 2, +1, << 2, +1, << 1, +1]
3244	11	upper-bound	[<< 1, +1, << 3, +1, << 2, +1, << 2, +1, << 1, +1, << 2]
3245	12	upper-bound	[<< 1, +1, << 3, +1, << 2, +1, << 2, +1, << 1, +1, << 2, +1]
3246	11	upper-bound	[<< 1, +1, << 3, +1, << 2, +1, << 1, +1, << 3, -1, << 1]
3247	10	upper-bound	[<< 1, +1, << 3, +1, << 2, +1, << 1, +1, << 4, -1]
3248	9	upper-bound	[<< 1, +1, << 3, +1, << 2, +1, << 1, +1, << 4]
3249	10	upper-bound	[<< 1, +1, << 3, +1, << 2, +1, << 1, +1, << 4, +1]
3250	11	upper-bound	[<< 1, +1, << 3, +1, << 2, +1, << 1, +1, << 3, +1, << 1]
3251	12	upper-bound	[<< 1, +1, << 3, +1, << 2, +1, << 1, +1, << 3, +1, << 1, +1]
3252	11	upper-bound	[<< 1, +1, << 3, +1, << 2, +1, << 1, +1, << 2, +1, << 2]
3253	12	upper-bound	[<< 1, +1, << 3, +1, << 2, +1, << 1, +1, << 2, +1, << 2, +1]
3254	13	upper-bound	[<< 1, +1, << 3, +1, << 2, +1, << 1, +1, << 2, +1, << 1, +1, << 1]
3255	10	upper-bound	[<< 1, +1, << 3, +1, << 1, +1, << 3, -1, << 3, -1]
3256	9	upper-bound	[<< 1, +1, << 3, +1, << 1, +1, << 3, -1, << 3]
3257	10	upper-bound	[<< 1, +1, << 3, +1, << 1, +1, << 3, -1, << 3, +1]
3258	11	upper-bound	[<< 1, +1, << 3, +1, << 1, +1, << 3, -1, << 2, +1, << 1]
3259	12	upper-bound	[<< 1, +1, << 3, +1, << 1, +1, << 3, -1, << 2, +1, << 1, +1]
3260	9	upper-bound	[<< 1, +1, << 3, +1, << 1, +1, << 4, -1, << 2]
3261	10	upper-bound	[<< 1, +1, << 3, +1, << 1, +1, << 4, -1, << 2, +1]
3262	9	upper-bound	[<< 1, +1, << 3, +1, << 1, +1, << 5, -1, << 1]
3263	8	upper-bound	[<< 1, +1, << 3, +1, << 1, +1, << 6, -1]
3264	7	upper-bound	[<< 1, +1, << 3, +1, << 1, +1, << 6]
3265	8	upper-bound	[<< 1, +1, << 3, +1, << 1, +1, << 6, +1]
3266	9	upper-bound	[<< 1, +1, << 3, +1, << 1, +1, << 5, +1, << 1]
3267	10	upper-bound	[<< 1, +1, << 3, +1, << 1, +1, << 5, +1, << 1, +1]
3268	9	upper-bound	[<< 1, +1, << 3, +1, << 1, +1, << 4, +1, << 2]
3269	10	upper-bound	[<< 1, +1, << 3, +1, << 1, +1, << 4, +1, << 2, +1]
3270	11	upper-bound	[<< 1, +1, << 3, +1, << 1, +1, << 4, +1, << 1, +1, << 1]
3271	10	upper-bound	[<< 1, +1, << 3, +1, << 1, +1, << 3, +1, << 3, -1]
3272	9	upper-bound	[<< 1, +1, << 3, +1, << 1, +1, << 3, +1, << 3]
3273	10	upper-bound	[<< 1, +1, << 3, +1, << 1, +1, << 3, +1, << 3, +1]
3274	11	upper-bound	[<< 1, +1, << 3, +1, << 1, +1, << 3, +1, << 2, +1, << 1]
3275	12	upper-bound	[<< 1, +1, << 3, +1, << 1, +1, << 3, +1, << 2, +1, << 1, +1]
3276	11	upper-bound	[<< 1, +1, << 3, +1, << 1, +1, << 3, +1, << 1, +1, << 2]
3277	12	upper-bound	[<< 1, +1, << 3, +1, << 1, +1, << 3, +1, << 1, +1, << 2, +1]
3278	11	upper-bound	[<< 1, +1, << 3, +1, << 1, +1, << 2, +1, << 3, -1, << 1]
3279	10	upper-bound	[<< 1, +1, << 3, +1, << 1, +1, << 2, +1, << 4, -1]
3280	9	upper-bound	[<< 1, +1, << 3, +1, << 1, +1, << 2, +1, << 4]
3281	10	upper-bound	[<< 1, +1, << 3, +1, << 1, +1, << 2, +1, << 4, +1]
3282	11	upper-bound	[<< 1, +1, << 3, +1, << 1, +1, << 2, +1, << 3, +1, << 1]
3283	12	upper-bound	[<< 1, +1, << 3, +1, << 1, +1, << 2, +1, << 3, +1, << 1, +1]
3284	11	upper-bound	[<< 1, +1, << 3, +1, << 1, +1, << 2, +1, << 2, +1, << 2]
3285	12	upper-bound	[<< 1, +1, << 3, +1, << 1, +1, << 2, +1, << 2, +1, << 2, +1]
3286	13	upper-bound	[<< 1, +1, << 3, +1, << 1, +1, << 2, +1, << 2, +1, << 1, +1, << 1]
3287	12	upper-bound	[<< 1, +1, << 3, +1, << 1, +1, << 2, +1, << 1, +1, << 3, -1]
3288	11	upper-bound	[<< 1, +1, << 3, +1, << 1, +1, << 2, +1, << 1, +1, << 3]
3289	12	upper-bound	[<< 1, +1, << 3, +1, << 1, +1, << 2, +1, << 1, +1, << 3, +1]
3290	13	upper-bound	[<< 1, +1, << 3, +1, << 1, +1, << 2, +1, << 1, +1, << 2, +1, << 1]
3291	14	upper-bound	[<< 1, +1, << 3, +1, << 1, +1, << 2, +1, << 1, +1, << 2, +1, << 1, +1]
3292	9	upper-bound	[<< 1, +1, << 2, +1, << 3, -1, << 3, -1, << 2]
3293	10	upper-bound	[<< 1, +1, << 2, +1, << 3, -1, << 3, -1, << 2, +1]
3294	9	upper-bound	[<< 1, +1, << 2, +1, << 3, -1, << 4, -1, << 1]
3295	8	upper-bound	[<< 1, +1, << 2, +1, << 3, -1, << 5, -1]
3296	7	upper-bound	[<< 1, +1, << 2, +1, << 3, -1, << 5]
3297	8	upper-bound	[<< 1, +1, << 2, +1, << 3, -1, << 5, +1]
3298	9	upper-bound	[<< 1, +1, << 2, +1, << 3, -1, << 4, +1, << 1]
3299	10	upper-bound	[<< 1, +1, << 2, +1, << 3, -1, << 4, +1, << 1, +1]
3300	9	upper-bound	[<< 1, +1, << 2, +1, << 3, -1, << 3, +1, << 2]
3301	10	upper-bound	[<< 1, +1, << 2, +1, << 3, -1, << 3, +1, << 2, +1]
3302	11	upper-bound	[<< 1, +1, << 2, +1, << 3, -1, << 3, +1, << 1, +1, << 1]
3303	10	upper-bound	[<< 1, +1, << 2, +1, << 3, -1, << 2, +1, << 3, -1]
3304	9	upper-bound	[<< 1, +1, << 2, +1, << 3, -1, << 2, +1, << 3]
3305	10	upper-bound	[<< 1, +1, << 2, +1, << 3, -1, << 2, +1, << 3, +1]
3306	11	upper-bound	[<< 1, +1, << 2, +1, << 3, -1, << 2, +1, << 2, +1, << 1]
3307	12	upper-bound	[<< 1, +1, << 2, +1, << 3, -1, << 2, +1, << 2, +1, << 1, +1]
3308	11	upper-bound	[<< 1, +1, << 2, +1, << 3, -1, << 2, +1, << 1, +1, << 2]
3309	12	upper-bound	[<< 1, +1, << 2, +1, << 3, -1, << 2, +1, << 1, +1, << 2, +1]
3310	9	upper-bound	[<< 1, +1, << 2, +1, << 4, -1, << 3, -1, << 1]
3311	8	upper-bound	[<< 1, +1, << 2, +1, << 4, -1, << 4, -1]
3312	7	upper-bound	[<< 1, +1, << 2, +1, << 4, -1, << 4]
3313	8	upper-bound	[<< 1, +1, << 2, +1, << 4, -1, << 4, +1]
3314	9	upper-bound	[<< 1, +1, << 2, +1, << 4, -1, << 3, +1, << 1]
3315	10	upper-bound	[<< 1, +1, << 2, +1, << 4, -1, << 3, +1, << 1, +1]
3316	9	upper-bound	[<< 1, +1, << 2, +1, << 4, -1, << 2, +1, << 2]
3317	10	upper-bound	[<< 1, +1, << 2, +1, << 4, -1, << 2, +1, << 2, +1]
3318	11	upper-bound	[<< 1, +1, << 2, +1, << 4, -1, << 2, +1, << 1, +1, << 1]
3319	8	upper-bound	[<< 1, +1, << 2, +1, << 5, -1, << 3, -1]
3320	7	upper-bound	[<< 1, +1, << 2, +1, << 5, -1, << 3]
3321	8	upper-bound	[<< 1, +1, << 2, +1, << 5, -1, << 3, +1]
3322	9	upper-bound	[<< 1, +1, << 2, +1, << 5, -1, << 2, +1, << 1]
3323	10	upper-bound	[<< 1, +1, << 2, +1, << 5, -1, << 2, +1, << 1, +1]
3324	7	upper-bound	[<< 1, +1, << 2, +1, << 6, -1, << 2]
3325	8	upper-bound	[<< 1, +1, << 2, +1, << 6, -1, << 2, +1]
3326	7	upper-bound	[<< 1, +1, << 2, +1, << 7, -1, << 1]
3327	6	upper-bound	[<< 1, +1, << 2, +1, << 8, -1]
3328	5	upper-bound	[<< 1, +1, << 2, +1, << 8]
3329	6	upper-bound	[<< 1, +1, << 2, +1, << 8, +1]
3330	7	upper-bound	[<< 1, +1, << 2, +1, << 7, +1, << 1]
3331	8	upper-bound	[<< 1, +1, << 2, +1, << 7, +1, << 1, +1]
3332	7	upper-bound	[<< 1, +1, << 2, +1, << 6, +1, << 2]
3333	8	upper-bound	[<< 1, +1, << 2, +1, << 6, +1, << 2, +1]
3334	9	upper-bound	[<< 1, +1, << 2, +1, << 6, +1, << 1, +1, << 1]
3335	8	upper-bound	[<< 1, +1, << 2, +1, << 5, +1, << 3, -1]
3336	7	upper-bound	[<< 1, +1, << 2, +1, << 5, +1, << 3]
3337	8	upper-bound	[<< 1, +1, << 2, +1, << 5, +1, << 3, +1]
3338	9	upper-bound	[<< 1, +1, << 2, +1, << 5, +1, << 2, +1, << 1]
3339	10	upper-bound	[<< 1, +1, << 2, +1, << 5, +1, << 2, +1, << 1, +1]
3340	9	upper-bound	[<< 1, +1, << 2, +1, << 5, +1, << 1, +1, << 2]
3341	10	upper-bound	[<< 1, +1, << 2, +1, << 5, +1, << 1, +1, << 2, +1]
3342	9	upper-bound	[<< 1, +1, << 2, +1, << 4, +1, << 3, -1, << 1]
3343	8	upper-bound	[<< 1, +1, << 2, +1, << 4, +1, << 4, -1]
3344	7	upper-bound	[<< 1, +1, << 2, +1, << 4, +1, << 4]
3345	8	upper-bound	[<< 1, +1, << 2, +1, << 4, +1, << 4, +1]
3346	9	upper-bound	[<< 1, +1, << 2, +1, << 4, +1, << 3, +1, << 1]
3347	10	upper-bound	[<< 1, +1, << 2, +1, << 4, +1, << 3, +1, << 1, +1]
3348	9	upper-bound	[<< 1, +1, << 2, +1, << 4, +1, << 2, +1, << 2]
3349	10	upper-bound	[<< 1, +1, << 2, +1, << 4, +1, << 2, +1, << 2, +1]
3350	11	upper-bound	[<< 1, +1, << 2, +1, << 4, +1, << 2, +1, << 1, +1, << 1]
3351	10	upper-bound	[<< 1, +1, << 2, +1, << 4, +1, << 1, +1, << 3, -1]
3352	9	upper-bound	[<< 1, +1, << 2, +1, << 4, +1, << 1, +1, << 3]
3353	10	upper-bound	[<< 1, +1, << 2, +1, << 4, +1, << 1, +1, << 3, +1]
3354	11	upper-bound	[<< 1, +1, << 2, +1, << 4, +1, << 1, +1, << 2, +1, << 1]
3355	12	upper-bound	[<< 1, +1, << 2, +1, << 4, +1, << 1, +1, << 2, +1, << 1, +1]
3356	9	upper-bound	[<< 1, +1, << 2, +1, << 3, +1, << 3, -1, << 2]
3357	10	upper-bound	[<< 1, +1, << 2, +1, << 3, +1, << 3, -1, << 2, +1]
3358	9	upper-bound	[<< 1, +1, << 2, +1, << 3, +1, << 4, -1, << 1]
3359	8	upper-bound	[<< 1, +1, << 2, +1, << 3, +1, << 5, -1]
3360	7	upper-bound	[<< 1, +1, << 2, +1, << 3, +1, << 5]
3361	8	upper-bound	[<< 1, +1, << 2, +1, << 3, +1, << 5, +1]
3362	9	upper-bound	[<< 1, +1, << 2, +1, << 3, +1, << 4, +1, << 1]
3363	10	upper-bound	[<< 1, +1, << 2, +1, << 3, +1, << 4, +1, << 1, +1]
