n	cost	search-status	sequence
2465	8	upper-bound	[<< 3, +1, << 1, +1, << 2, +1, << 5, +1]
2466	9	upper-bound	[<< 3, +1, << 1, +1, << 2, +1, << 4, +1, << 1]
2467	10	upper-bound	[<< 3, +1, << 1, +1, << 2, +1, << 4, +1, << 1, +1]
2468	9	upper-bound	[<< 3, +1, << 1, +1, << 2, +1, << 3, +1, << 2]
2469	10	upper-bound	[<< 3, +1, << 1, +1, << 2, +1, << 3, +1, << 2, +1]
2470	11	upper-bound	[<< 3, +1, << 1, +1, << 2, +1, << 3, +1, << 1, +1, << 1]
2471	10	upper-bound	[<< 3, +1, << 1, +1, << 2, +1, << 2, +1, << 3, -1]
2472	9	upper-bound	[<< 3, +1, << 1, +1, << 2, +1, << 2, +1, << 3]
2473	10	upper-bound	[<< 3, +1, << 1, +1, << 2, +1, << 2, +1, << 3, +1]
2474	11	upper-bound	[<< 3, +1, << 1, +1, << 2, +1, << 2, +1, << 2, +1, << 1]
2475	12	upper-bound	[<< 3, +1, << 1, +1, << 2, +1, << 2, +1, << 2, +1, << 1, +1]
2476	11	upper-bound	[<< 3, +1, << 1, +1, << 2, +1, << 2, +1, << 1, +1, << 2]
2477	12	upper-bound	[<< 3, +1, << 1, +1, << 2, +1, << 2, +1, << 1, +1, << 2, +1]
2478	11	upper-bound	[<< 3, +1, << 1, +1, << 2, +1, << 1, +1, << 3, -1, << 1]
2479	10	upper-bound	[<< 3, +1, << 1, +1, << 2, +1, << 1, +1, << 4, -1]
2480	9	upper-bound	[<< 3, +1, << 1, +1, << 2, +1, << 1, +1, << 4]
2481	10	upper-bound	[<< 3, +1, << 1, +1, << 2, +1, << 1, +1, << 4, +1]
2482	11	upper-bound	[<< 3, +1, << 1, +1, << 2, +1, << 1, +1, << 3, +1, << 1]
2483	12	upper-bound	[<< 3, +1, << 1, +1, << 2, +1, << 1, +1, << 3, +1, << 1, +1]
2484	11	upper-bound	[<< 3, +1, << 1, +1, << 2, +1, << 1, +1, << 2, +1, << 2]
2485	12	upper-bound	[<< 3, +1, << 1, +1, << 2, +1, << 1, +1, << 2, +1, << 2, +1]
2486	13	upper-bound	[<< 3, +1, << 1, +1, << 2, +1, << 1, +1, << 2, +1, << 1, +1, << 1]
2487	8	upper-bound	[<< 2, +1, << 3, -1, << 3, -1, << 3, -1]
2488	7	upper-bound	[<< 2, +1, << 3, -1, << 3, -1, << 3]
2489	8	upper-bound	[<< 2, +1, << 3, -1, << 3, -1, << 3, +1]
2490	9	upper-bound	[<< 2, +1, << 3, -1, << 3, -1, << 2, +1, << 1]
2491	10	upper-bound	[<< 2, +1, << 3, -1, << 3, -1, << 2, +1, << 1, +1]
2492	7	upper-bound	[<< 2, +1, << 3, -1, << 4, -1, << 2]
2493	8	upper-bound	[<< 2, +1, << 3, -1, << 4, -1, << 2, +1]
2494	7	upper-bound	[<< 2, +1, << 3, -1, << 5, -1, << 1]
2495	6	upper-bound	[<< 2, +1, << 3, -1, << 6, -1]
2496	5	upper-bound	[<< 2, +1, << 3, -1, << 6]
2497	6	upper-bound	[<< 2, +1, << 3, -1, << 6, +1]
2498	7	upper-bound	[<< 2, +1, << 3, -1, << 5, +1, << 1]
2499	8	upper-bound	[<< 2, +1, << 3, -1, << 5, +1, << 1, +1]
2500	7	upper-bound	[<< 2, +1, << 3, -1, << 4, +1, << 2]
2501	8	upper-bound	[<< 2, +1, << 3, -1, << 4, +1, << 2, +1]
2502	9	upper-bound	[<< 2, +1, << 3, -1, << 4, +1, << 1, +1, << 1]
2503	8	upper-bound	[<< 2, +1, << 3, -1, << 3, +1, << 3, -1]
2504	7	upper-bound	[<< 2, +1, << 3, -1, << 3, +1, << 3]
2505	8	upper-bound	[<< 2, +1, << 3, -1, << 3, +1, << 3, +1]
2506	9	upper-bound	[<< 2, +1, << 3, -1, << 3, +1, << 2, +1, << 1]
2507	10	upper-bound	[<< 2, +1, << 3, -1, << 3, +1, << 2, +1, << 1, +1]
2508	9	upper-bound	[<< 2, +1, << 3, -1, << 3, +1, << 1, +1, << 2]
2509	10	upper-bound	[<< 2, +1, << 3, -1, << 3, +1, << 1, +1, << 2, +1]
2510	9	upper-bound	[<< 2, +1, << 3, -1, << 2, +1, << 3, -1, << 1]
2511	8	upper-bound	[<< 2, +1, << 3, -1, << 2, +1, << 4, -1]
2512	7	upper-bound	[<< 2, +1, << 3, -1, << 2, +1, << 4]
2513	8	upper-bound	[<< 2, +1, << 3, -1, << 2, +1, << 4, +1]
2514	9	upper-bound	[<< 2, +1, << 3, -1, << 2, +1, << 3, +1, << 1]
2515	10	upper-bound	[<< 2, +1, << 3, -1, << 2, +1, << 3, +1, << 1, +1]
2516	9	upper-bound	[<< 2, +1, << 3, -1, << 2, +1, << 2, +1, << 2]
2517	10	upper-bound	[<< 2, +1, << 3, -1, << 2, +1, << 2, +1, << 2, +1]
2518	11	upper-bound	[<< 2, +1, << 3, -1, << 2, +1, << 2, +1, << 1, +1, << 1]
2519	10	upper-bound	[<< 2, +1, << 3, -1, << 2, +1, << 1, +1, << 3, -1]
2520	9	upper-bound	[<< 2, +1, << 3, -1, << 2, +1, << 1, +1, << 3]
2521	10	upper-bound	[<< 2, +1, << 3, -1, << 2, +1, << 1, +1, << 3, +1]
2522	11	upper-bound	[<< 2, +1, << 3, -1, << 2, +1, << 1, +1, << 2, +1, << 1]
2523	12	upper-bound	[<< 2, +1, << 3, -1, << 2, +1, << 1, +1, << 2, +1, << 1, +1]
2524	7	upper-bound	[<< 2, +1, << 4, -1, << 3, -1, << 2]
2525	8	upper-bound	[<< 2, +1, << 4, -1, << 3, -1, << 2, +1]
2526	7	upper-bound	[<< 2, +1, << 4, -1, << 4, -1, << 1]
2527	6	upper-bound	[<< 2, +1, << 4, -1, << 5, -1]
2528	5	upper-bound	[<< 2, +1, << 4, -1, << 5]
2529	6	upper-bound	[<< 2, +1, << 4, -1, << 5, +1]
2530	7	upper-bound	[<< 2, +1, << 4, -1, << 4, +1, << 1]
2531	8	upper-bound	[<< 2, +1, << 4, -1, << 4, +1, << 1, +1]
2532	7	upper-bound	[<< 2, +1, << 4, -1, << 3, +1, << 2]
2533	8	upper-bound	[<< 2, +1, << 4, -1, << 3, +1, << 2, +1]
2534	9	upper-bound	[<< 2, +1, << 4, -1, << 3, +1, << 1, +1, << 1]
2535	8	upper-bound	[<< 2, +1, << 4, -1, << 2, +1, << 3, -1]
2536	7	upper-bound	[<< 2, +1, << 4, -1, << 2, +1, << 3]
2537	8	upper-bound	[<< 2, +1, << 4, -1, << 2, +1, << 3, +1]
2538	9	upper-bound	[<< 2, +1, << 4, -1, << 2, +1, << 2, +1, << 1]
2539	10	upper-bound	[<< 2, +1, << 4, -1, << 2, +1, << 2, +1, << 1, +1]
2540	9	upper-bound	[<< 2, +1, << 4, -1, << 2, +1, << 1, +1, << 2]
2541	10	upper-bound	[<< 2, +1, << 4, -1, << 2, +1, << 1, +1, << 2, +1]
2542	7	upper-bound	[<< 2, +1, << 5, -1, << 3, -1, << 1]
2543	6	upper-bound	[<< 2, +1, << 5, -1, << 4, -1]
2544	5	upper-bound	[<< 2, +1, << 5, -1, << 4]
2545	6	upper-bound	[<< 2, +1, << 5, -1, << 4, +1]
2546	7	upper-bound	[<< 2, +1, << 5, -1, << 3, +1, << 1]
2547	8	upper-bound	[<< 2, +1, << 5, -1, << 3, +1, << 1, +1]
2548	7	upper-bound	[<< 2, +1, << 5, -1, << 2, +1, << 2]
2549	8	upper-bound	[<< 2, +1, << 5, -1, << 2, +1, << 2, +1]
2550	9	upper-bound	[<< 2, +1, << 5, -1, << 2, +1, << 1, +1, << 1]
2551	6	upper-bound	[<< 2, +1, << 6, -1, << 3, -1]
2552	5	upper-bound	[<< 2, +1, << 6, -1, << 3]
2553	6	upper-bound	[<< 2, +1, << 6, -1, << 3, +1]
2554	7	upper-bound	[<< 2, +1, << 6, -1, << 2, +1, << 1]
2555	8	upper-bound	[<< 2, +1, << 6, -1, << 2, +1, << 1, +1]
2556	5	upper-bound	[<< 2, +1, << 7, -1, << 2]
2557	6	upper-bound	[<< 2, +1, << 7, -1, << 2, +1]
2558	5	upper-bound	[<< 2, +1, << 8, -1, << 1]
2559	4	upper-bound	[<< 2, +1, << 9, -1]
2560	3	upper-bound	[<< 2, +1, << 9]
2561	4	upper-bound	[<< 2, +1, << 9, +1]
2562	5	upper-bound	[<< 2, +1, << 8, +1, << 1]
2563	6	upper-bound	[<< 2, +1, << 8, +1, << 1, +1]
2564	5	upper-bound	[<< 2, +1, << 7, +1, << 2]
2565	6	upper-bound	[<< 2, +1, << 7, +1, << 2, +1]
2566	7	upper-bound	[<< 2, +1, << 7, +1, << 1, +1, << 1]
2567	6	upper-bound	[<< 2, +1, << 6, +1, << 3, -1]
2568	5	upper-bound	[<< 2, +1, << 6, +1, << 3]
2569	6	upper-bound	[<< 2, +1, << 6, +1, << 3, +1]
2570	7	upper-bound	[<< 2, +1, << 6, +1, << 2, +1, << 1]
2571	8	upper-bound	[<< 2, +1, << 6, +1, << 2, +1, << 1, +1]
2572	7	upper-bound	[<< 2, +1, << 6, +1, << 1, +1, << 2]
2573	8	upper-bound	[<< 2, +1, << 6, +1, << 1, +1, << 2, +1]
2574	7	upper-bound	[<< 2, +1, << 5, +1, << 3, -1, << 1]
2575	6	upper-bound	[<< 2, +1, << 5, +1, << 4, -1]
2576	5	upper-bound	[<< 2, +1, << 5, +1, << 4]
2577	6	upper-bound	[<< 2, +1, << 5, +1, << 4, +1]
2578	7	upper-bound	[<< 2, +1, << 5, +1, << 3, +1, << 1]
2579	8	upper-bound	[<< 2, +1, << 5, +1, << 3, +1, << 1, +1]
2580	7	upper-bound	[<< 2, +1, << 5, +1, << 2, +1, << 2]
2581	8	upper-bound	[<< 2, +1, << 5, +1, << 2, +1, << 2, +1]
2582	9	upper-bound	[<< 2, +1, << 5, +1, << 2, +1, << 1, +1, << 1]
2583	8	upper-bound	[<< 2, +1, << 5, +1, << 1, +1, << 3, -1]
2584	7	upper-bound	[<< 2, +1, << 5, +1, << 1, +1, << 3]
2585	8	upper-bound	[<< 2, +1, << 5, +1, << 1, +1, << 3, +1]
2586	9	upper-bound	[<< 2, +1, << 5, +1, << 1, +1, << 2, +1, << 1]
2587	10	upper-bound	[<< 2, +1, << 5, +1, << 1, +1, << 2, +1, << 1, +1]
2588	7	upper-bound	[<< 2, +1, << 4, +1, << 3, -1, << 2]
2589	8	upper-bound	[<< 2, +1, << 4, +1, << 3, -1, << 2, +1]
2590	7	upper-bound	[<< 2, +1, << 4, +1, << 4, -1, << 1]
2591	6	upper-bound	[<< 2, +1, << 4, +1, << 5, -1]
2592	5	upper-bound	[<< 2, +1, << 4, +1, << 5]
2593	6	upper-bound	[<< 2, +1, << 4, +1, << 5, +1]
2594	7	upper-bound	[<< 2, +1, << 4, +1, << 4, +1, << 1]
2595	8	upper-bound	[<< 2, +1, << 4, +1, << 4, +1, << 1, +1]
2596	7	upper-bound	[<< 2, +1, << 4, +1, << 3, +1, << 2]
2597	8	upper-bound	[<< 2, +1, << 4, +1, << 3, +1, << 2, +1]
2598	9	upper-bound	[<< 2, +1, << 4, +1, << 3, +1, << 1, +1, << 1]
2599	8	upper-bound	[<< 2, +1, << 4, +1, << 2, +1, << 3, -1]
2600	7	upper-bound	[<< 2, +1, << 4, +1, << 2, +1, << 3]
2601	8	upper-bound	[<< 2, +1, << 4, +1, << 2, +1, << 3, +1]
2602	9	upper-bound	[<< 2, +1, << 4, +1, << 2, +1, << 2, +1, << 1]
2603	10	upper-bound	[<< 2, +1, << 4, +1, << 2, +1, << 2, +1, << 1, +1]
2604	9	upper-bound	[<< 2, +1, << 4, +1, << 2, +1, << 1, +1, << 2]
2605	10	upper-bound	[<< 2, +1, << 4, +1, << 2, +1, << 1, +1, << 2, +1]
2606	9	upper-bound	[<< 2, +1, << 4, +1, << 1, +1, << 3, -1, << 1]
2607	8	upper-bound	[<< 2, +1, << 4, +1, << 1, +1, << 4, -1]
2608	7	upper-bound	[<< 2, +1, << 4, +1, << 1, +1, << 4]
2609	8	upper-bound	[<< 2, +1, << 4, +1, << 1, +1, << 4, +1]
2610	9	upper-bound	[<< 2, +1, << 4, +1, << 1, +1, << 3, +1, << 1]
2611	10	upper-bound	[<< 2, +1, << 4, +1, << 1, +1, << 3, +1, << 1, +1]
2612	9	upper-bound	[<< 2, +1, << 4, +1, << 1, +1, << 2, +1, << 2]
2613	10	upper-bound	[<< 2, +1, << 4, +1, << 1, +1, << 2, +1, << 2, +1]
2614	11	upper-bound	[<< 2, +1, << 4, +1, << 1, +1, << 2, +1, << 1, +1, << 1]
2615	8	upper-bound	[<< 2, +1, << 3, +1, << 3, -1, << 3, -1]
2616	7	upper-bound	[<< 2, +1, << 3, +1, << 3, -1, << 3]
2617	8	upper-bound	[<< 2, +1, << 3, +1, << 3, -1, << 3, +1]
2618	9	upper-bound	[<< 2, +1, << 3, +1, << 3, -1, << 2, +1, << 1]
2619	10	upper-bound	[<< 2, +1, << 3, +1, << 3, -1, << 2, +1, << 1, +1]
2620	7	upper-bound	[<< 2, +1, << 3, +1, << 4, -1, << 2]
2621	8	upper-bound	[<< 2, +1, << 3, +1, << 4, -1, << 2, +1]
2622	7	upper-bound	[<< 2, +1, << 3, +1, << 5, -1, << 1]
2623	6	upper-bound	[<< 2, +1, << 3, +1, << 6, -1]
2624	5	upper-bound	[<< 2, +1, << 3, +1, << 6]
2625	6	upper-bound	[<< 2, +1, << 3, +1, << 6, +1]
2626	7	upper-bound	[<< 2, +1, << 3, +1, << 5, +1, << 1]
2627	8	upper-bound	[<< 2, +1, << 3, +1, << 5, +1, << 1, +1]
2628	7	upper-bound	[<< 2, +1, << 3, +1, << 4, +1, << 2]
2629	8	upper-bound	[<< 2, +1, << 3, +1, << 4, +1, << 2, +1]
2630	9	upper-bound	[<< 2, +1, << 3, +1, << 4, +1, << 1, +1, << 1]
2631	8	upper-bound	[<< 2, +1, << 3, +1, << 3, +1, << 3, -1]
2632	7	upper-bound	[<< 2, +1, << 3, +1, << 3, +1, << 3]
2633	8	upper-bound	[<< 2, +1, << 3, +1, << 3, +1, << 3, +1]
2634	9	upper-bound	[<< 2, +1, << 3, +1, << 3, +1, << 2, +1, << 1]
2635	10	upper-bound	[<< 2, +1, << 3, +1, << 3, +1, << 2, +1, << 1, +1]
2636	9	upper-bound	[<< 2, +1, << 3, +1, << 3, +1, << 1, +1, << 2]
2637	10	upper-bound	[<< 2, +1, << 3, +1, << 3, +1, << 1, +1, << 2, +1]
2638	9	upper-bound	[<< 2, +1, << 3, +1, << 2, +1, << 3, -1, << 1]
2639	8	upper-bound	[<< 2, +1, << 3, +1, << 2, +1, << 4, -1]
2640	7	upper-bound	[<< 2, +1, << 3, +1, << 2, +1, << 4]
2641	8	upper-bound	[<< 2, +1, << 3, +1, << 2, +1, << 4, +1]
2642	9	upper-bound	[<< 2, +1, << 3, +1, << 2, +1, << 3, +1, << 1]
2643	10	upper-bound	[<< 2, +1, << 3, +1, << 2, +1, << 3, +1, << 1, +1]
2644	9	upper-bound	[<< 2, +1, << 3, +1, << 2, +1, << 2, +1, << 2]
2645	10	upper-bound	[<< 2, +1, << 3, +1, << 2, +1, << 2, +1, << 2, +1]
2646	11	upper-bound	[<< 2, +1, << 3, +1, << 2, +1, << 2, +1, << 1, +1, << 1]
2647	10	upper-bound	[<< 2, +1, << 3, +1, << 2, +1, << 1, +1, << 3, -1]
2648	9	upper-bound	[<< 2, +1, << 3, +1, << 2, +1, << 1, +1, << 3]
2649	10	upper-bound	[<< 2, +1, << 3, +1, << 2, +1, << 1, +1, << 3, +1]
2650	11	upper-bound	[<< 2, +1, << 3, +1, << 2, +1, << 1, +1, << 2, +1, << 1]
2651	12	upper-bound	[<< 2, +1, << 3, +1, << 2, +1, << 1, +1, << 2, +1, << 1, +1]
2652	9	upper-bound	[<< 2, +1, << 3, +1, << 1, +1, << 3, -1, << 2]
2653	10	upper-bound	[<< 2, +1, << 3, +1, << 1, +1, << 3, -1, << 2, +1]
2654	9	upper-bound	[<< 2, +1, << 3, +1, << 1, +1, << 4, -1, << 1]
2655	8	upper-bound	[<< 2, +1, << 3, +1, << 1, +1, << 5, -1]
2656	7	upper-bound	[<< 2, +1, << 3, +1, << 1, +1, << 5]
2657	8	upper-bound	[<< 2, +1, << 3, +1, << 1, +1, << 5, +1]
2658	9	upper-bound	[<< 2, +1, << 3, +1, << 1, +1, << 4, +1, << 1]
2659	10	upper-bound	[<< 2, +1, << 3, +1, << 1, +1, << 4, +1, << 1, +1]
2660	9	upper-bound	[<< 2, +1, << 3, +1, << 1, +1, << 3, +1, << 2]
2661	10	upper-bound	[<< 2, +1, << 3, +1, << 1, +1, << 3, +1, << 2, +1]
2662	11	upper-bound	[<< 2, +1, << 3, +1, << 1, +1, << 3, +1, << 1, +1, << 1]
2663	10	upper-bound	[<< 2, +1, << 3, +1, << 1, +1, << 2, +1, << 3, -1]
2664	9	upper-bound	[<< 2, +1, << 3, +1, << 1, +1, << 2, +1, << 3]
2665	10	upper-bound	[<< 2, +1, << 3, +1, << 1, +1, << 2, +1, << 3, +1]
2666	11	upper-bound	[<< 2, +1, << 3, +1, << 1, +1, << 2, +1, << 2, +1, << 1]
2667	12	upper-bound	[<< 2, +1, << 3, +1, << 1, +1, << 2, +1, << 2, +1, << 1, +1]
2668	11	upper-bound	[<< 2, +1, << 3, +1, << 1, +1, << 2, +1, << 1, +1, << 2]
2669	12	upper-bound	[<< 2, +1, << 3, +1, << 1, +1, << 2, +1, << 1, +1, << 2, +1]
2670	9	upper-bound	[<< 2, +1, << 2, +1, << 3, -1, << 3, -1, << 1]
2671	8	upper-bound	[<< 2, +1, << 2, +1, << 3, -1, << 4, -1]
2672	7	upper-bound	[<< 2, +1, << 2, +1, << 3, -1, << 4]
2673	8	upper-bound	[<< 2, +1, << 2, +1, << 3, -1, << 4, +1]
2674	9	upper-bound	[<< 2, +1, << 2, +1, << 3, -1, << 3, +1, << 1]
2675	10	upper-bound	[<< 2, +1, << 2, +1, << 3, -1, << 3, +1, << 1, +1]
2676	9	upper-bound	[<< 2, +1, << 2, +1, << 3, -1, << 2, +1, << 2]
2677	10	upper-bound	[<< 2, +1, << 2, +1, << 3, -1, << 2, +1, << 2, +1]
2678	11	upper-bound	[<< 2, +1, << 2, +1, << 3, -1, << 2, +1, << 1, +1, << 1]
2679	8	upper-bound	[<< 2, +1, << 2, +1, << 4, -1, << 3, -1]
2680	7	upper-bound	[<< 2, +1, << 2, +1, << 4, -1, << 3]
2681	8	upper-bound	[<< 2, +1, << 2, +1, << 4, -1, << 3, +1]
2682	9	upper-bound	[<< 2, +1, << 2, +1, << 4, -1, << 2, +1, << 1]
2683	10	upper-bound	[<< 2, +1, << 2, +1, << 4, -1, << 2, +1, << 1, +1]
2684	7	upper-bound	[<< 2, +1, << 2, +1, << 5, -1, << 2]
2685	8	upper-bound	[<< 2, +1, << 2, +1, << 5, -1, << 2, +1]
2686	7	upper-bound	[<< 2, +1, << 2, +1, << 6, -1, << 1]
2687	6	upper-bound	[<< 2, +1, << 2, +1, << 7, -1]
2688	5	upper-bound	[<< 2, +1, << 2, +1, << 7]
2689	6	upper-bound	[<< 2, +1, << 2, +1, << 7, +1]
2690	7	upper-bound	[<< 2, +1, << 2, +1, << 6, +1, << 1]
2691	8	upper-bound	[<< 2, +1, << 2, +1, << 6, +1, << 1, +1]
2692	7	upper-bound	[<< 2, +1, << 2, +1, << 5, +1, << 2]
2693	8	upper-bound	[<< 2, +1, << 2, +1, << 5, +1, << 2, +1]
2694	9	upper-bound	[<< 2, +1, << 2, +1, << 5, +1, << 1, +1, << 1]
2695	8	upper-bound	[<< 2, +1, << 2, +1, << 4, +1, << 3, -1]
2696	7	upper-bound	[<< 2, +1, << 2, +1, << 4, +1, << 3]
2697	8	upper-bound	[<< 2, +1, << 2, +1, << 4, +1, << 3, +1]
2698	9	upper-bound	[<< 2, +1, << 2, +1, << 4, +1, << 2, +1, << 1]
2699	10	upper-bound	[<< 2, +1, << 2, +1, << 4, +1, << 2, +1, << 1, +1]
2700	9	upper-bound	[<< 2, +1, << 2, +1, << 4, +1, << 1, +1, << 2]
2701	10	upper-bound	[<< 2, +1, << 2, +1, << 4, +1, << 1, +1, << 2, +1]
2702	9	upper-bound	[<< 2, +1, << 2, +1, << 3, +1, << 3, -1, << 1]
2703	8	upper-bound	[<< 2, +1, << 2, +1, << 3, +1, << 4, -1]
2704	7	upper-bound	[<< 2, +1, << 2, +1, << 3, +1, << 4]
2705	8	upper-bound	[<< 2, +1, << 2, +1, << 3, +1, << 4, +1]
2706	9	upper-bound	[<< 2, +1, << 2, +1, << 3, +1, << 3, +1, << 1]
2707	10	upper-bound	[<< 2, +1, << 2, +1, << 3, +1, << 3, +1, << 1, +1]
2708	9	upper-bound	[<< 2, +1, << 2, +1, << 3, +1, << 2, +1, << 2]
2709	10	upper-bound	[<< 2, +1, << 2, +1, << 3, +1, << 2, +1, << 2, +1]
2710	11	upper-bound	[<< 2, +1, << 2, +1, << 3, +1, << 2, +1, << 1, +1, << 1]
2711	10	upper-bound	[<< 2, +1, << 2, +1, << 3, +1, << 1, +1, << 3, -1]
2712	9	upper-bound	[<< 2, +1, << 2, +1, << 3, +1, << 1, +1, << 3]
2713	10	upper-bound	[<< 2, +1, << 2, +1, << 3, +1, << 1, +1, << 3, +1]
2714	11	upper-bound	[<< 2, +1, << 2, +1, << 3, +1, << 1, +1, << 2, +1, << 1]
2715	12	upper-bound	[<< 2, +1, << 2, +1, << 3, +1, << 1, +1, << 2, +1, << 1, +1]
2716	9	upper-bound	[<< 2, +1, << 2, +1, << 2, +1, << 3, -1, << 2]
2717	10	upper-bound	[<< 2, +1, << 2, +1, << 2, +1, << 3, -1, << 2, +1]
2718	9	upper-bound	[<< 2, +1, << 2, +1, << 2, +1, << 4, -1, << 1]
2719	8	upper-bound	[<< 2, +1, << 2, +1, << 2, +1, << 5, -1]
2720	7	upper-bound	[<< 2, +1, << 2, +1, << 2, +1, << 5]
2721	8	upper-bound	[<< 2, +1, << 2, +1, << 2, +1, << 5, +1]
2722	9	upper-bound	[<< 2, +1, << 2, +1, << 2, +1, << 4, +1, << 1]
2723	10	upper-bound	[<< 2, +1, << 2, +1, << 2, +1, << 4, +1, << 1, +1]
2724	9	upper-bound	[<< 2, +1, << 2, +1, << 2, +1, << 3, +1, << 2]
2725	10	upper-bound	[<< 2, +1, << 2, +1, << 2, +1, << 3, +1, << 2, +1]
2726	11	upper-bound	[<< 2, +1, << 2, +1, << 2, +1, << 3, +1, << 1, +1, << 1]
2727	10	upper-bound	[<< 2, +1, << 2, +1, << 2, +1, << 2, +1, << 3, -1]
2728	9	upper-bound	[<< 2, +1, << 2, +1, << 2, +1, << 2, +1, << 3]
2729	10	upper-bound	[<< 2, +1, << 2, +1, << 2, +1, << 2, +1, << 3, +1]
2730	11	upper-bound	[<< 2, +1, << 2, +1, << 2, +1, << 2, +1, << 2, +1, << 1]
2731	12	upper-bound	[<< 2, +1, << 2, +1, << 2, +1, << 2, +1, << 2, +1, << 1, +1]
2732	11	upper-bound	[<< 2, +1, << 2, +1, << 2, +1, << 2, +1, << 1, +1, << 2]
2733	12	upper-bound	[<< 2, +1, << 2, +1, << 2, +1, << 2, +1, << 1, +1, << 2, +1]
2734	11	upper-bound	[<< 2, +1, << 2, +1, << 2, +1, << 1, +1, << 3, -1, << 1]
2735	10	upper-bound	[<< 2, +1, << 2, +1, << 2, +1, << 1, +1, << 4, -1]
2736	9	upper-bound	[<< 2, +1, << 2, +1, << 2, +1, << 1, +1, << 4]
2737	10	upper-bound	[<< 2, +1, << 2, +1, << 2, +1, << 1, +1, << 4, +1]
2738	11	upper-bound	[<< 2, +1, << 2, +1, << 2, +1, << 1, +1, << 3, +1, << 1]
2739	12	upper-bound	[<< 2, +1, << 2, +1, << 2, +1, << 1, +1, << 3, +1, << 1, +1]
2740	11	upper-bound	[<< 2, +1, << 2, +1, << 2, +1, << 1, +1, << 2, +1, << 2]
2741	12	upper-bound	[<< 2, +1, << 2, +1, << 2, +1, << 1, +1, << 2, +1, << 2, +1]
2742	13	upper-bound	[<< 2, +1, << 2, +1, << 2, +1, << 1, +1, << 2, +1, << 1, +1, << 1]
2743	10	upper-bound	[<< 2, +1, << 2, +1, << 1, +1, << 3, -1, << 3, -1]
2744	9	upper-bound	[<< 2, +1, << 2, +1, << 1, +1, << 3, -1, << 3]
2745	10	upper-bound	[<< 2, +1, << 2, +1, << 1, +1, << 3, -1, << 3, +1]
2746	11	upper-bound	[<< 2, +1, << 2, +1, << 1, +1, << 3, -1, << 2, +1, << 1]
2747	12	upper-bound	[<< 2, +1, << 2, +1, << 1, +1, << 3, -1, << 2, +1, << 1, +1]
2748	9	upper-bound	[<< 2, +1, << 2, +1, << 1, +1, << 4, -1, << 2]
2749	10	upper-bound	[<< 2, +1, << 2, +1, << 1, +1, << 4, -1, << 2, +1]
2750	9	upper-bound	[<< 2, +1, << 2, +1, << 1, +1, << 5, -1, << 1]
2751	8	upper-bound	[<< 2, +1, << 2, +1, << 1, +1, << 6, -1]
2752	7	upper-bound	[<< 2, +1, << 2, +1, << 1, +1, << 6]
2753	8	upper-bound	[<< 2, +1, << 2, +1, << 1, +1, << 6, +1]
2754	9	upper-bound	[<< 2, +1, << 2, +1, << 1, +1, << 5, +1, << 1]
2755	10	upper-bound	[<< 2, +1, << 2, +1, << 1, +1, << 5, +1, << 1, +1]
2756	9	upper-bound	[<< 2, +1, << 2, +1, << 1, +1, << 4, +1, << 2]
2757	10	upper-bound	[<< 2, +1, << 2, +1, << 1, +1, << 4, +1, << 2, +1]
2758	11	upper-bound	[<< 2, +1, << 2, +1, << 1, +1, << 4, +1, << 1, +1, << 1]
2759	10	upper-bound	[<< 2, +1, << 2, +1, << 1, +1, << 3, +1, << 3, -1]
2760	9	upper-bound	[<< 2, +1, << 2, +1, << 1, +1, << 3, +1, << 3]
2761	10	upper-bound	[<< 2, +1, << 2, +1, << 1, +1, << 3, +1, << 3, +1]
2762	11	upper-bound	[<< 2, +1, << 2, +1, << 1, +1, << 3, +1, << 2, +1, << 1]
2763	12	upper-bound	[<< 2, +1, << 2, +1, << 1, +1, << 3, +1, << 2, +1, << 1, +1]
2764	11	upper-bound	[<< 2, +1, << 2, +1, << 1, +1, << 3, +1, << 1, +1, << 2]
2765	12	upper-bound	[<< 2, +1, << 2, +1, << 1, +1, << 3, +1, << 1, +1, << 2, +1]
2766	11	upper-bound	[<< 2, +1, << 2, +1, << 1, +1, << 2, +1, << 3, -1, << 1]
2767	10	upper-bound	[<< 2, +1, << 2, +1, << 1, +1, << 2, +1, << 4, -1]
2768	9	upper-bound	[<< 2, +1, << 2, +1, << 1, +1, << 2, +1, << 4]
2769	10	upper-bound	[<< 2, +1, << 2, +1, << 1, +1, << 2, +1, << 4, +1]
2770	11	upper-bound	[<< 2, +1, << 2, +1, << 1, +1, << 2, +1, << 3, +1, << 1]
2771	12	upper-bound	[<< 2, +1, << 2, +1, << 1, +1, << 2, +1, << 3, +1, << 1, +1]
2772	11	upper-bound	[<< 2, +1, << 2, +1, << 1, +1, << 2, +1, << 2, +1, << 2]
2773	12	upper-bound	[<< 2, +1, << 2, +1, << 1, +1, << 2, +1, << 2, +1, << 2, +1]
2774	13	upper-bound	[<< 2, +1, << 2, +1, << 1, +1, << 2, +1, << 2, +1, << 1, +1, << 1]
2775	12	upper-bound	[<< 2, +1, << 2, +1, << 1, +1, << 2, +1, << 1, +1, << 3, -1]
2776	11	upper-bound	[<< 2, +1, << 2, +1, << 1, +1, << 2, +1, << 1, +1, << 3]
