n	cost	search-status	sequence
1442	9	upper-bound	[<< 2, +1, << 1, +1, << 2, +1, << 4, +1, << 1]
1443	10	upper-bound	[<< 2, +1, << 1, +1, << 2, +1, << 4, +1, << 1, +1]
1444	9	upper-bound	[<< 2, +1, << 1, +1, << 2, +1, << 3, +1, << 2]
1445	10	upper-bound	[<< 2, +1, << 1, +1, << 2, +1, << 3, +1, << 2, +1]
1446	11	upper-bound	[<< 2, +1, << 1, +1, << 2, +1, << 3, +1, << 1, +1, << 1]
1447	10	upper-bound	[<< 2, +1, << 1, +1, << 2, +1, << 2, +1, << 3, -1]
1448	9	upper-bound	[<< 2, +1, << 1, +1, << 2, +1, << 2, +1, << 3]
1449	10	upper-bound	[<< 2, +1, << 1, +1, << 2, +1, << 2, +1, << 3, +1]
1450	11	upper-bound	[<< 2, +1, << 1, +1, << 2, +1, << 2, +1, << 2, +1, << 1]
1451	12	upper-bound	[<< 2, +1, << 1, +1, << 2, +1, << 2, +1, << 2, +1, << 1, +1]
1452	11	upper-bound	[<< 2, +1, << 1, +1, << 2, +1, << 2, +1, << 1, +1, << 2]
1453	12	upper-bound	[<< 2, +1, << 1, +1, << 2, +1, << 2, +1, << 1, +1, << 2, +1]
1454	11	upper-bound	[<< 2, +1, << 1, +1, << 2, +1, << 1, +1, << 3, -1, << 1]
1455	10	upper-bound	[<< 2, +1, << 1, +1, << 2, +1, << 1, +1, << 4, -1]
1456	9	upper-bound	[<< 2, +1, << 1, +1, << 2, +1, << 1, +1, << 4]
1457	10	upper-bound	[<< 2, +1, << 1, +1, << 2, +1, << 1, +1, << 4, +1]
1458	11	upper-bound	[<< 2, +1, << 1, +1, << 2, +1, << 1, +1, << 3, +1, << 1]
1459	12	upper-bound	[<< 2, +1, << 1, +1, << 2, +1, << 1, +1, << 3, +1, << 1, +1]
1460	11	upper-bound	[<< 2, +1, << 1, +1, << 2, +1, << 1, +1, << 2, +1, << 2]
1461	12	upper-bound	[<< 2, +1, << 1, +1, << 2, +1, << 1, +1, << 2, +1, << 2, +1]
1462	13	upper-bound	[<< 2, +1, << 1, +1, << 2, +1, << 1, +1, << 2, +1, << 1, +1, << 1]
1463	8	upper-bound	[<< 1, +1, << 3, -1, << 3, -1, << 3, -1]
1464	7	upper-bound	[<< 1, +1, << 3, -1, << 3, -1, << 3]
1465	8	upper-bound	[<< 1, +1, << 3, -1, << 3, -1, << 3, +1]
1466	9	upper-bound	[<< 1, +1, << 3, -1, << 3, -1, << 2, +1, << 1]
1467	10	upper-bound	[<< 1, +1, << 3, -1, << 3, -1, << 2, +1, << 1, +1]
1468	7	upper-bound	[<< 1, +1, << 3, -1, << 4, -1, << 2]
1469	8	upper-bound	[<< 1, +1, << 3, -1, << 4, -1, << 2, +1]
1470	7	upper-bound	[<< 1, +1, << 3, -1, << 5, -1, << 1]
1471	6	upper-bound	[<< 1, +1, << 3, -1, << 6, -1]
1472	5	upper-bound	[<< 1, +1, << 3, -1, << 6]
1473	6	upper-bound	[<< 1, +1, << 3, -1, << 6, +1]
1474	7	upper-bound	[<< 1, +1, << 3, -1, << 5, +1, << 1]
1475	8	upper-bound	[<< 1, +1, << 3, -1, << 5, +1, << 1, +1]
1476	7	upper-bound	[<< 1, +1, << 3, -1, << 4, +1, << 2]
1477	8	upper-bound	[<< 1, +1, << 3, -1, << 4, +1, << 2, +1]
1478	9	upper-bound	[<< 1, +1, << 3, -1, << 4, +1, << 1, +1, << 1]
1479	8	upper-bound	[<< 1, +1, << 3, -1, << 3, +1, << 3, -1]
1480	7	upper-bound	[<< 1, +1, << 3, -1, << 3, +1, << 3]
1481	8	upper-bound	[<< 1, +1, << 3, -1, << 3, +1, << 3, +1]
1482	9	upper-bound	[<< 1, +1, << 3, -1, << 3, +1, << 2, +1, << 1]
1483	10	upper-bound	[<< 1, +1, << 3, -1, << 3, +1, << 2, +1, << 1, +1]
1484	9	upper-bound	[<< 1, +1, << 3, -1, << 3, +1, << 1, +1, << 2]
1485	10	upper-bound	[<< 1, +1, << 3, -1, << 3, +1, << 1, +1, << 2, +1]
1486	9	upper-bound	[<< 1, +1, << 3, -1, << 2, +1, << 3, -1, << 1]
1487	8	upper-bound	[<< 1, +1, << 3, -1, << 2, +1, << 4, -1]
1488	7	upper-bound	[<< 1, +1, << 3, -1, << 2, +1, << 4]
1489	8	upper-bound	[<< 1, +1, << 3, -1, << 2, +1, << 4, +1]
1490	9	upper-bound	[<< 1, +1, << 3, -1, << 2, +1, << 3, +1, << 1]
1491	10	upper-bound	[<< 1, +1, << 3, -1, << 2, +1, << 3, +1, << 1, +1]
1492	9	upper-bound	[<< 1, +1, << 3, -1, << 2, +1, << 2, +1, << 2]
1493	10	upper-bound	[<< 1, +1, << 3, -1, << 2, +1, << 2, +1, << 2, +1]
1494	11	upper-bound	[<< 1, +1, << 3, -1, << 2, +1, << 2, +1, << 1, +1, << 1]
1495	10	upper-bound	[<< 1, +1, << 3, -1, << 2, +1, << 1, +1, << 3, -1]
1496	9	upper-bound	[<< 1, +1, << 3, -1, << 2, +1, << 1, +1, << 3]
1497	10	upper-bound	[<< 1, +1, << 3, -1, << 2, +1, << 1, +1, << 3, +1]
1498	11	upper-bound	[<< 1, +1, << 3, -1, << 2, +1, << 1, +1, << 2, +1, << 1]
1499	12	upper-bound	[<< 1, +1, << 3, -1, << 2, +1, << 1, +1, << 2, +1, << 1, +1]
1500	7	upper-bound	[<< 1, +1, << 4, -1, << 3, -1, << 2]
1501	8	upper-bound	[<< 1, +1, << 4, -1, << 3, -1, << 2, +1]
1502	7	upper-bound	[<< 1, +1, << 4, -1, << 4, -1, << 1]
1503	6	upper-bound	[<< 1, +1, << 4, -1, << 5, -1]
1504	5	upper-bound	[<< 1, +1, << 4, -1, << 5]
1505	6	upper-bound	[<< 1, +1, << 4, -1, << 5, +1]
1506	7	upper-bound	[<< 1, +1, << 4, -1, << 4, +1, << 1]
1507	8	upper-bound	[<< 1, +1, << 4, -1, << 4, +1, << 1, +1]
1508	7	upper-bound	[<< 1, +1, << 4, -1, << 3, +1, << 2]
1509	8	upper-bound	[<< 1, +1, << 4, -1, << 3, +1, << 2, +1]
1510	9	upper-bound	[<< 1, +1, << 4, -1, << 3, +1, << 1, +1, << 1]
1511	8	upper-bound	[<< 1, +1, << 4, -1, << 2, +1, << 3, -1]
1512	7	upper-bound	[<< 1, +1, << 4, -1, << 2, +1, << 3]
1513	8	upper-bound	[<< 1, +1, << 4, -1, << 2, +1, << 3, +1]
1514	9	upper-bound	[<< 1, +1, << 4, -1, << 2, +1, << 2, +1, << 1]
1515	10	upper-bound	[<< 1, +1, << 4, -1, << 2, +1, << 2, +1, << 1, +1]
1516	9	upper-bound	[<< 1, +1, << 4, -1, << 2, +1, << 1, +1, << 2]
1517	10	upper-bound	[<< 1, +1, << 4, -1, << 2, +1, << 1, +1, << 2, +1]
1518	7	upper-bound	[<< 1, +1, << 5, -1, << 3, -1, << 1]
1519	6	upper-bound	[<< 1, +1, << 5, -1, << 4, -1]
1520	5	upper-bound	[<< 1, +1, << 5, -1, << 4]
1521	6	upper-bound	[<< 1, +1, << 5, -1, << 4, +1]
1522	7	upper-bound	[<< 1, +1, << 5, -1, << 3, +1, << 1]
1523	8	upper-bound	[<< 1, +1, << 5, -1, << 3, +1, << 1, +1]
1524	7	upper-bound	[<< 1, +1, << 5, -1, << 2, +1, << 2]
1525	8	upper-bound	[<< 1, +1, << 5, -1, << 2, +1, << 2, +1]
1526	9	upper-bound	[<< 1, +1, << 5, -1, << 2, +1, << 1, +1, << 1]
1527	6	upper-bound	[<< 1, +1, << 6, -1, << 3, -1]
1528	5	upper-bound	[<< 1, +1, << 6, -1, << 3]
1529	6	upper-bound	[<< 1, +1, << 6, -1, << 3, +1]
1530	7	upper-bound	[<< 1, +1, << 6, -1, << 2, +1, << 1]
1531	8	upper-bound	[<< 1, +1, << 6, -1, << 2, +1, << 1, +1]
1532	5	upper-bound	[<< 1, +1, << 7, -1, << 2]
1533	6	upper-bound	[<< 1, +1, << 7, -1, << 2, +1]
1534	5	upper-bound	[<< 1, +1, << 8, -1, << 1]
1535	4	upper-bound	[<< 1, +1, << 9, -1]
1536	3	upper-bound	[<< 1, +1, << 9]
1537	4	upper-bound	[<< 1, +1, << 9, +1]
1538	5	upper-bound	[<< 1, +1, << 8, +1, << 1]
1539	6	upper-bound	[<< 1, +1, << 8, +1, << 1, +1]
1540	5	upper-bound	[<< 1, +1, << 7, +1, << 2]
1541	6	upper-bound	[<< 1, +1, << 7, +1, << 2, +1]
1542	7	upper-bound	[<< 1, +1, << 7, +1, << 1, +1, << 1]
1543	6	upper-bound	[<< 1, +1, << 6, +1, << 3, -1]
1544	5	upper-bound	[<< 1, +1, << 6, +1, << 3]
1545	6	upper-bound	[<< 1, +1, << 6, +1, << 3, +1]
1546	7	upper-bound	[<< 1, +1, << 6, +1, << 2, +1, << 1]
1547	8	upper-bound	[<< 1, +1, << 6, +1, << 2, +1, << 1, +1]
1548	7	upper-bound	[<< 1, +1, << 6, +1, << 1, +1, << 2]
1549	8	upper-bound	[<< 1, +1, << 6, +1, << 1, +1, << 2, +1]
1550	7	upper-bound	[<< 1, +1, << 5, +1, << 3, -1, << 1]
1551	6	upper-bound	[<< 1, +1, << 5, +1, << 4, -1]
1552	5	upper-bound	[<< 1, +1, << 5, +1, << 4]
1553	6	upper-bound	[<< 1, +1, << 5, +1, << 4, +1]
1554	7	upper-bound	[<< 1, +1, << 5, +1, << 3, +1, << 1]
1555	8	upper-bound	[<< 1, +1, << 5, +1, << 3, +1, << 1, +1]
1556	7	upper-bound	[<< 1, +1, << 5, +1, << 2, +1, << 2]
1557	8	upper-bound	[<< 1, +1, << 5, +1, << 2, +1, << 2, +1]
1558	9	upper-bound	[<< 1, +1, << 5, +1, << 2, +1, << 1, +1, << 1]
1559	8	upper-bound	[<< 1, +1, << 5, +1, << 1, +1, << 3, -1]
1560	7	upper-bound	[<< 1, +1, << 5, +1, << 1, +1, << 3]
1561	8	upper-bound	[<< 1, +1, << 5, +1, << 1, +1, << 3, +1]
1562	9	upper-bound	[<< 1, +1, << 5, +1, << 1, +1, << 2, +1, << 1]
1563	10	upper-bound	[<< 1, +1, << 5, +1, << 1, +1, << 2, +1, << 1, +1]
1564	7	upper-bound	[<< 1, +1, << 4, +1, << 3, -1, << 2]
1565	8	upper-bound	[<< 1, +1, << 4, +1, << 3, -1, << 2, +1]
1566	7	upper-bound	[<< 1, +1, << 4, +1, << 4, -1, << 1]
1567	6	upper-bound	[<< 1, +1, << 4, +1, << 5, -1]
1568	5	upper-bound	[<< 1, +1, << 4, +1, << 5]
1569	6	upper-bound	[<< 1, +1, << 4, +1, << 5, +1]
1570	7	upper-bound	[<< 1, +1, << 4, +1, << 4, +1, << 1]
1571	8	upper-bound	[<< 1, +1, << 4, +1, << 4, +1, << 1, +1]
1572	7	upper-bound	[<< 1, +1, << 4, +1, << 3, +1, << 2]
1573	8	upper-bound	[<< 1, +1, << 4, +1, << 3, +1, << 2, +1]
1574	9	upper-bound	[<< 1, +1, << 4, +1, << 3, +1, << 1, +1, << 1]
1575	8	upper-bound	[<< 1, +1, << 4, +1, << 2, +1, << 3, -1]
1576	7	upper-bound	[<< 1, +1, << 4, +1, << 2, +1, << 3]
1577	8	upper-bound	[<< 1, +1, << 4, +1, << 2, +1, << 3, +1]
1578	9	upper-bound	[<< 1, +1, << 4, +1, << 2, +1, << 2, +1, << 1]
1579	10	upper-bound	[<< 1, +1, << 4, +1, << 2, +1, << 2, +1, << 1, +1]
1580	9	upper-bound	[<< 1, +1, << 4, +1, << 2, +1, << 1, +1, << 2]
1581	10	upper-bound	[<< 1, +1, << 4, +1, << 2, +1, << 1, +1, << 2, +1]
1582	9	upper-bound	[<< 1, +1, << 4, +1, << 1, +1, << 3, -1, << 1]
1583	8	upper-bound	[<< 1, +1, << 4, +1, << 1, +1, << 4, -1]
1584	7	upper-bound	[<< 1, +1, << 4, +1, << 1, +1, << 4]
1585	8	upper-bound	[<< 1, +1, << 4, +1, << 1, +1, << 4, +1]
1586	9	upper-bound	[<< 1, +1, << 4, +1, << 1, +1, << 3, +1, << 1]
1587	10	upper-bound	[<< 1, +1, << 4, +1, << 1, +1, << 3, +1, << 1, +1]
1588	9	upper-bound	[<< 1, +1, << 4, +1, << 1, +1, << 2, +1, << 2]
1589	10	upper-bound	[<< 1, +1, << 4, +1, << 1, +1, << 2, +1, << 2, +1]
1590	11	upper-bound	[<< 1, +1, << 4, +1, << 1, +1, << 2, +1, << 1, +1, << 1]
1591	8	upper-bound	[<< 1, +1, << 3, +1, << 3, -1, << 3, -1]
1592	7	upper-bound	[<< 1, +1, << 3, +1, << 3, -1, << 3]
1593	8	upper-bound	[<< 1, +1, << 3, +1, << 3, -1, << 3, +1]
1594	9	upper-bound	[<< 1, +1, << 3, +1, << 3, -1, << 2, +1, << 1]
1595	10	upper-bound	[<< 1, +1, << 3, +1, << 3, -1, << 2, +1, << 1, +1]
1596	7	upper-bound	[<< 1, +1, << 3, +1, << 4, -1, << 2]
1597	8	upper-bound	[<< 1, +1, << 3, +1, << 4, -1, << 2, +1]
1598	7	upper-bound	[<< 1, +1, << 3, +1, << 5, -1, << 1]
1599	6	upper-bound	[<< 1, +1, << 3, +1, << 6, -1]
1600	5	upper-bound	[<< 1, +1, << 3, +1, << 6]
1601	6	upper-bound	[<< 1, +1, << 3, +1, << 6, +1]
1602	7	upper-bound	[<< 1, +1, << 3, +1, << 5, +1, << 1]
1603	8	upper-bound	[<< 1, +1, << 3, +1, << 5, +1, << 1, +1]
1604	7	upper-bound	[<< 1, +1, << 3, +1, << 4, +1, << 2]
1605	8	upper-bound	[<< 1, +1, << 3, +1, << 4, +1, << 2, +1]
1606	9	upper-bound	[<< 1, +1, << 3, +1, << 4, +1, << 1, +1, << 1]
1607	8	upper-bound	[<< 1, +1, << 3, +1, << 3, +1, << 3, -1]
1608	7	upper-bound	[<< 1, +1, << 3, +1, << 3, +1, << 3]
1609	8	upper-bound	[<< 1, +1, << 3, +1, << 3, +1, << 3, +1]
1610	9	upper-bound	[<< 1, +1, << 3, +1, << 3, +1, << 2, +1, << 1]
1611	10	upper-bound	[<< 1, +1, << 3, +1, << 3, +1, << 2, +1, << 1, +1]
1612	9	upper-bound	[<< 1, +1, << 3, +1, << 3, +1, << 1, +1, << 2]
1613	10	upper-bound	[<< 1, +1, << 3, +1, << 3, +1, << 1, +1, << 2, +1]
1614	9	upper-bound	[<< 1, +1, << 3, +1, << 2, +1, << 3, -1, << 1]
1615	8	upper-bound	[<< 1, +1, << 3, +1, << 2, +1, << 4, -1]
1616	7	upper-bound	[<< 1, +1, << 3, +1, << 2, +1, << 4]
1617	8	upper-bound	[<< 1, +1, << 3, +1, << 2, +1, << 4, +1]
1618	9	upper-bound	[<< 1, +1, << 3, +1, << 2, +1, << 3, +1, << 1]
1619	10	upper-bound	[<< 1, +1, << 3, +1, << 2, +1, << 3, +1, << 1, +1]
1620	9	upper-bound	[<< 1, +1, << 3, +1, << 2, +1, << 2, +1, << 2]
1621	10	upper-bound	[<< 1, +1, << 3, +1, << 2, +1, << 2, +1, << 2, +1]
1622	11	upper-bound	[<< 1, +1, << 3, +1, << 2, +1, << 2, +1, << 1, +1, << 1]
1623	10	upper-bound	[<< 1, +1, << 3, +1, << 2, +1, << 1, +1, << 3, -1]
1624	9	upper-bound	[<< 1, +1, << 3, +1, << 2, +1, << 1, +1, << 3]
1625	10	upper-bound	[<< 1, +1, << 3, +1, << 2, +1, << 1, +1, << 3, +1]
1626	11	upper-bound	[<< 1, +1, << 3, +1, << 2, +1, << 1, +1, << 2, +1, << 1]
1627	12	upper-bound	[<< 1, +1, << 3, +1, << 2, +1, << 1, +1, << 2, +1, << 1, +1]
1628	9	upper-bound	[<< 1, +1, << 3, +1, << 1, +1, << 3, -1, << 2]
1629	10	upper-bound	[<< 1, +1, << 3, +1, << 1, +1, << 3, -1, << 2, +1]
1630	9	upper-bound	[<< 1, +1, << 3, +1, << 1, +1, << 4, -1, << 1]
1631	8	upper-bound	[<< 1, +1, << 3, +1, << 1, +1, << 5, -1]
1632	7	upper-bound	[<< 1, +1, << 3, +1, << 1, +1, << 5]
1633	8	upper-bound	[<< 1, +1, << 3, +1, << 1, +1, << 5, +1]
1634	9	upper-bound	[<< 1, +1, << 3, +1, << 1, +1, << 4, +1, << 1]
1635	10	upper-bound	[<< 1, +1, << 3, +1, << 1, +1, << 4, +1, << 1, +1]
1636	9	upper-bound	[<< 1, +1, << 3, +1, << 1, +1, << 3, +1, << 2]
1637	10	upper-bound	[<< 1, +1, << 3, +1, << 1, +1, << 3, +1, << 2, +1]
1638	11	upper-bound	[<< 1, +1, << 3, +1, << 1, +1, << 3, +1, << 1, +1, << 1]
1639	10	upper-bound	[<< 1, +1, << 3, +1, << 1, +1, << 2, +1, << 3, -1]
1640	9	upper-bound	[<< 1, +1, << 3, +1, << 1, +1, << 2, +1, << 3]
1641	10	upper-bound	[<< 1, +1, << 3, +1, << 1, +1, << 2, +1, << 3, +1]
1642	11	upper-bound	[<< 1, +1, << 3, +1, << 1, +1, << 2, +1, << 2, +1, << 1]
1643	12	upper-bound	[<< 1, +1, << 3, +1, << 1, +1, << 2, +1, << 2, +1, << 1, +1]
1644	11	upper-bound	[<< 1, +1, << 3, +1, << 1, +1, << 2, +1, << 1, +1, << 2]
1645	12	upper-bound	[<< 1, +1, << 3, +1, << 1, +1, << 2, +1, << 1, +1, << 2, +1]
1646	9	upper-bound	[<< 1, +1, << 2, +1, << 3, -1, << 3, -1, << 1]
1647	8	upper-bound	[<< 1, +1, << 2, +1, << 3, -1, << 4, -1]
1648	7	upper-bound	[<< 1, +1, << 2, +1, << 3, -1, << 4]
1649	8	upper-bound	[<< 1, +1, << 2, +1, << 3, -1, << 4, +1]
1650	9	upper-bound	[<< 1, +1, << 2, +1, << 3, -1, << 3, +1, << 1]
1651	10	upper-bound	[<< 1, +1, << 2, +1, << 3, -1, << 3, +1, << 1, +1]
1652	9	upper-bound	[<< 1, +1, << 2, +1, << 3, -1, << 2, +1, << 2]
1653	10	upper-bound	[<< 1, +1, << 2, +1, << 3, -1, << 2, +1, << 2, +1]
1654	11	upper-bound	[<< 1, +1, << 2, +1, << 3, -1, << 2, +1, << 1, +1, << 1]
1655	8	upper-bound	[<< 1, +1, << 2, +1, << 4, -1, << 3, -1]
1656	7	upper-bound	[<< 1, +1, << 2, +1, << 4, -1, << 3]
1657	8	upper-bound	[<< 1, +1, << 2, +1, << 4, -1, << 3, +1]
1658	9	upper-bound	[<< 1, +1, << 2, +1, << 4, -1, << 2, +1, << 1]
1659	10	upper-bound	[<< 1, +1, << 2, +1, << 4, -1, << 2, +1, << 1, +1]
1660	7	upper-bound	[<< 1, +1, << 2, +1, << 5, -1, << 2]
1661	8	upper-bound	[<< 1, +1, << 2, +1, << 5, -1, << 2, +1]
1662	7	upper-bound	[<< 1, +1, << 2, +1, << 6, -1, << 1]
1663	6	upper-bound	[<< 1, +1, << 2, +1, << 7, -1]
1664	5	upper-bound	[<< 1, +1, << 2, +1, << 7]
1665	6	upper-bound	[<< 1, +1, << 2, +1, << 7, +1]
1666	7	upper-bound	[<< 1, +1, << 2, +1, << 6, +1, << 1]
1667	8	upper-bound	[<< 1, +1, << 2, +1, << 6, +1, << 1, +1]
1668	7	upper-bound	[<< 1, +1, << 2, +1, << 5, +1, << 2]
1669	8	upper-bound	[<< 1, +1, << 2, +1, << 5, +1, << 2, +1]
1670	9	upper-bound	[<< 1, +1, << 2, +1, << 5, +1, << 1, +1, << 1]
1671	8	upper-bound	[<< 1, +1, << 2, +1, << 4, +1, << 3, -1]
1672	7	upper-bound	[<< 1, +1, << 2, +1, << 4, +1, << 3]
1673	8	upper-bound	[<< 1, +1, << 2, +1, << 4, +1, << 3, +1]
1674	9	upper-bound	[<< 1, +1, << 2, +1, << 4, +1, << 2, +1, << 1]
1675	10	upper-bound	[<< 1, +1, << 2, +1, << 4, +1, << 2, +1, << 1, +1]
1676	9	upper-bound	[<< 1, +1, << 2, +1, << 4, +1, << 1, +1, << 2]
1677	10	upper-bound	[<< 1, +1, << 2, +1, << 4, +1, << 1, +1, << 2, +1]
1678	9	upper-bound	[<< 1, +1, << 2, +1, << 3, +1, << 3, -1, << 1]
1679	8	upper-bound	[<< 1, +1, << 2, +1, << 3, +1, << 4, -1]
1680	7	upper-bound	[<< 1, +1, << 2, +1, << 3, +1, << 4]
1681	8	upper-bound	[<< 1, +1, << 2, +1, << 3, +1, << 4, +1]
1682	9	upper-bound	[<< 1, +1, << 2, +1, << 3, +1, << 3, +1, << 1]
1683	10	upper-bound	[<< 1, +1, << 2, +1, << 3, +1, << 3, +1, << 1, +1]
1684	9	upper-bound	[<< 1, +1, << 2, +1, << 3, +1, << 2, +1, << 2]
1685	10	upper-bound	[<< 1, +1, << 2, +1, << 3, +1, << 2, +1, << 2, +1]
1686	11	upper-bound	[<< 1, +1, << 2, +1, << 3, +1, << 2, +1, << 1, +1, << 1]
1687	10	upper-bound	[<< 1, +1, << 2, +1, << 3, +1, << 1, +1, << 3, -1]
1688	9	upper-bound	[<< 1, +1, << 2, +1, << 3, +1, << 1, +1, << 3]
1689	10	upper-bound	[<< 1, +1, << 2, +1, << 3, +1, << 1, +1, << 3, +1]
1690	11	upper-bound	[<< 1, +1, << 2, +1, << 3, +1, << 1, +1, << 2, +1, << 1]
1691	12	upper-bound	[<< 1, +1, << 2, +1, << 3, +1, << 1, +1, << 2, +1, << 1, +1]
1692	9	upper-bound	[<< 1, +1, << 2, +1, << 2, +1, << 3, -1, << 2]
1693	10	upper-bound	[<< 1, +1, << 2, +1, << 2, +1, << 3, -1, << 2, +1]
1694	9	upper-bound	[<< 1, +1, << 2, +1, << 2, +1, << 4, -1, << 1]
1695	8	upper-bound	[<< 1, +1, << 2, +1, << 2, +1, << 5, -1]
1696	7	upper-bound	[<< 1, +1, << 2, +1, << 2, +1, << 5]
1697	8	upper-bound	[<< 1, +1, << 2, +1, << 2, +1, << 5, +1]
1698	9	upper-bound	[<< 1, +1, << 2, +1, << 2, +1, << 4, +1, << 1]
1699	10	upper-bound	[<< 1, +1, << 2, +1, << 2, +1, << 4, +1, << 1, +1]
1700	9	upper-bound	[<< 1, +1, << 2, +1, << 2, +1, << 3, +1, << 2]
1701	10	upper-bound	[<< 1, +1, << 2, +1, << 2, +1, << 3, +1, << 2, +1]
1702	11	upper-bound	[<< 1, +1, << 2, +1, << 2, +1, << 3, +1, << 1, +1, << 1]
1703	10	upper-bound	[<< 1, +1, << 2, +1, << 2, +1, << 2, +1, << 3, -1]
1704	9	upper-bound	[<< 1, +1, << 2, +1, << 2, +1, << 2, +1, << 3]
1705	10	upper-bound	[<< 1, +1, << 2, +1, << 2, +1, << 2, +1, << 3, +1]
1706	11	upper-bound	[<< 1, +1, << 2, +1, << 2, +1, << 2, +1, << 2, +1, << 1]
1707	12	upper-bound	[<< 1, +1, << 2, +1, << 2, +1, << 2, +1, << 2, +1, << 1, +1]
1708	11	upper-bound	[<< 1, +1, << 2, +1, << 2, +1, << 2, +1, << 1, +1, << 2]
1709	12	upper-bound	[<< 1, +1, << 2, +1, << 2, +1, << 2, +1, << 1, +1, << 2, +1]
1710	11	upper-bound	[<< 1, +1, << 2, +1, << 2, +1, << 1, +1, << 3, -1, << 1]
1711	10	upper-bound	[<< 1, +1, << 2, +1, << 2, +1, << 1, +1, << 4, -1]
1712	9	upper-bound	[<< 1, +1, << 2, +1, << 2, +1, << 1, +1, << 4]
1713	10	upper-bound	[<< 1, +1, << 2, +1, << 2, +1, << 1, +1, << 4, +1]
1714	11	upper-bound	[<< 1, +1, << 2, +1, << 2, +1, << 1, +1, << 3, +1, << 1]
1715	12	upper-bound	[<< 1, +1, << 2, +1, << 2, +1, << 1, +1, << 3, +1, << 1, +1]
1716	11	upper-bound	[<< 1, +1, << 2, +1, << 2, +1, << 1, +1, << 2, +1, << 2]
1717	12	upper-bound	[<< 1, +1, << 2, +1, << 2, +1, << 1, +1, << 2, +1, << 2, +1]
1718	13	upper-bound	[<< 1, +1, << 2, +1, << 2, +1, << 1, +1, << 2, +1, << 1, +1, << 1]
1719	10	upper-bound	[<< 1, +1, << 2, +1, << 1, +1, << 3, -1, << 3, -1]
1720	9	upper-bound	[<< 1, +1, << 2, +1, << 1, +1, << 3, -1, << 3]
1721	10	upper-bound	[<< 1, +1, << 2, +1, << 1, +1, << 3, -1, << 3, +1]
1722	11	upper-bound	[<< 1, +1, << 2, +1, << 1, +1, << 3, -1, << 2, +1, << 1]
1723	12	upper-bound	[<< 1, +1, << 2, +1, << 1, +1, << 3, -1, << 2, +1, << 1, +1]
1724	9	upper-bound	[<< 1, +1, << 2, +1, << 1, +1, << 4, -1, << 2]
1725	10	upper-bound	[<< 1, +1, << 2, +1, << 1, +1, << 4, -1, << 2, +1]
1726	9	upper-bound	[<< 1, +1, << 2, +1, << 1, +1, << 5, -1, << 1]
1727	8	upper-bound	[<< 1, +1, << 2, +1, << 1, +1, << 6, -1]
1728	7	upper-bound	[<< 1, +1, << 2, +1, << 1, +1, << 6]
1729	8	upper-bound	[<< 1, +1, << 2, +1, << 1, +1, << 6, +1]
1730	9	upper-bound	[<< 1, +1, << 2, +1, << 1, +1, << 5, +1, << 1]
1731	10	upper-bound	[<< 1, +1, << 2, +1, << 1, +1, << 5, +1, << 1, +1]
1732	9	upper-bound	[<< 1, +1, << 2, +1, << 1, +1, << 4, +1, << 2]
1733	10	upper-bound	[<< 1, +1, << 2, +1, << 1, +1, << 4, +1, << 2, +1]
1734	11	upper-bound	[<< 1, +1, << 2, +1, << 1, +1, << 4, +1, << 1, +1, << 1]
1735	10	upper-bound	[<< 1, +1, << 2, +1, << 1, +1, << 3, +1, << 3, -1]
1736	9	upper-bound	[<< 1, +1, << 2, +1, << 1, +1, << 3, +1, << 3]
1737	10	upper-bound	[<< 1, +1, << 2, +1, << 1, +1, << 3, +1, << 3, +1]
1738	11	upper-bound	[<< 1, +1, << 2, +1, << 1, +1, << 3, +1, << 2, +1, << 1]
1739	12	upper-bound	[<< 1, +1, << 2, +1, << 1, +1, << 3, +1, << 2, +1, << 1, +1]
1740	11	upper-bound	[<< 1, +1, << 2, +1, << 1, +1, << 3, +1, << 1, +1, << 2]
1741	12	upper-bound	[<< 1, +1, << 2, +1, << 1, +1, << 3, +1, << 1, +1, << 2, +1]
1742	11	upper-bound	[<< 1, +1, << 2, +1, << 1, +1, << 2, +1, << 3, -1, << 1]
1743	10	upper-bound	[<< 1, +1, << 2, +1, << 1, +1, << 2, +1, << 4, -1]
1744	9	upper-bound	[<< 1, +1, << 2, +1, << 1, +1, << 2, +1, << 4]
1745	10	upper-bound	[<< 1, +1, << 2, +1, << 1, +1, << 2, +1, << 4, +1]
1746	11	upper-bound	[<< 1, +1, << 2, +1, << 1, +1, << 2, +1, << 3, +1, << 1]
1747	12	upper-bound	[<< 1, +1, << 2, +1, << 1, +1, << 2, +1, << 3, +1, << 1, +1]
1748	11	upper-bound	[<< 1, +1, << 2, +1, << 1, +1, << 2, +1, << 2, +1, << 2]
1749	12	upper-bound	[<< 1, +1, << 2, +1, << 1, +1, << 2, +1, << 2, +1, << 2, +1]
1750	13	upper-bound	[<< 1, +1, << 2, +1, << 1, +1, << 2, +1, << 2, +1, << 1, +1, << 1]
1751	12	upper-bound	[<< 1, +1, << 2, +1, << 1, +1, << 2, +1, << 1, +1, << 3, -1]
1752	11	upper-bound	[<< 1, +1, << 2, +1, << 1, +1, << 2, +1, << 1, +1, << 3]
1753	12	upper-bound	[<< 1, +1, << 2, +1, << 1, +1, << 2, +1, << 1, +1, << 3, +1]
